url,title,des,site,time
http://www.zjjzx.cn/news/clxw/65625.html,唯品会QDA女装专场 时尚法则尽在掌握,"张家界在线  2016年11月25日 16:3411月25日,唯品会QDA女装专场正在火热进行中,全场2.7折起,购物即享8.8折优惠。 QDA为欣贺股份有限公司联手奢侈品集团法国LVMH所赞助的私募基金L Capital Asia所投资...  百度快照",张家界在线,2016年11月25日
http://www.zjjzx.cn/news/szyw/65331.html,唯品会VERSACE 时尚服饰专场 全球奢华典范,"张家界在线  2016年11月24日 11:3911月24日,唯品会VERSACE 时尚服饰专场,全球奢华典范,全场4折起。 来自意大利知名的奢侈品牌范思哲(Versace)创造了一个独特的时尚帝国,代表着一个品牌家族,范思哲的...  百度快照",张家界在线,2016年11月24日
http://dz.xdkb.net/html/2016-11/24/content_447897.htm,唯品会2016年Q3净营收增38.4% - 现代快报多媒体数字报刊平台,"现代快报  2016年11月24日 03:3111月22日,中国第三大电商网站唯品会公布了2016年第三季度未经审计的财务报告。财报显示,唯品会2016年第三季度业绩净营收超过120亿元,同比增长38.4%。同时再次刷新...  百度快照",现代快报,2016年11月24日
http://www.investide.cn/news/324137?i=1,唯品会增长幅度放缓股价大跌9.95% 砸重金拿下牌照意义几何?,"投资潮  2016年11月23日 14:23唯品会的野心又何止于跨境电商,近日其还全资收购了浙江贝付,获得互联网支付牌照,布局已久的互联网金融这盘棋又落下重要一子。  百度快照",投资潮,2016年11月23日
http://www.sinotf.com/GB/News/Enterprise/2016-11-23/xMMDAwMDIxNDQxMw.html,唯品会2016年Q3总营收同比涨38.4% 突破120亿元,"中国贸易金融网  2016年11月23日 11:16近日,全球最大特卖网站唯品会(vip.com,NYSE:VIPS)公布了公司2016年第三季度未经审计的财务报告。财报显示,唯品会2016年第三季度业绩保持稳健增长势头,实现16个...  2条相同新闻  -  百度快照",中国贸易金融网,2016年11月23日
http://money.163.com/16/0914/22/C0V7GS2O00253B0H.html,唯品会启用微软智能云 预计降低20%网络成本,"网易财经  2016年09月14日 22:009月14日,唯品会宣布与微软达成战略合作,以基于微软技术的Microsoft Azure和Office 365服务为起点,启用智能化云平台,同时唯品会与微软大数据团队正式展开深度合作,充分...  2条相同新闻  -  百度快照",网易财经,2016年09月14日
http://tech.ifeng.com/a/20160914/44452056_0.shtml,唯品会和微软达成合作 用云和大数据推个性化购物,凤凰科技  2016年09月14日 19:00今日微软和唯品会在广州宣布达成战略合作。微软智能云平台的技术将帮助唯品实现低成本、高效率的运营。  5条相同新闻  -  百度快照,凤凰科技,2016年09月14日
http://money.163.com/16/0912/13/C0P2KLBD002580S6.html,茅台自建电商不顺无奈联手第三方 再度联手唯品会,"网易财经  2016年09月12日 13:00近日,茅台宣布与唯品会合作,进驻唯品会,曾在去年,唯品会因为售假茅台而被茅台诟病,如今双方再度和解。并且,《华夏时报》记者获悉,茅台与其他几个白酒企业也与向来...  6条相同新闻  -  百度快照",网易财经,2016年09月12日
http://news.163.com/16/0908/02/C0DJU0DB00014Q4P.html,唯品会909美妆节邀13位明星直播送福利,"网易新闻  2016年09月08日 02:13信息时报讯 (记者 于婉珈) 唯品会909秋季美妆节特卖即将上线,据悉,唯品会将携手13大美妆品牌及唯品会首席惊喜官周杰伦、贾静雯、郑元畅等13位明星大咖,打造连续...  3条相同新闻  -  百度快照",网易新闻,2016年09月08日
http://news.163.com/16/0907/10/C0BQVK0200014AEE.html,星大牌 新趋势 萌黛儿携唯品会909大促,"网易新闻  2016年09月07日 10:392016年9月8日上海萌黛儿携手唯品会——星大牌、新趋势,唯品会909秋季美妆节,呈现多款人气商品,多重组合式贩售,绝对让你物超所值。 ...  百度快照",网易新闻,2016年09月07日
http://news.163.com/16/0907/08/C0BMAD0H00014AED.html,唯品会909美妆节 首创全明星派对,"网易新闻  2016年09月07日 08:28近日,刚刚签下昆凌为代言人的电商界“惊喜制造专家”——唯品会又有大动作:针对即将上线的唯品会909秋季美妆节特卖,唯品会将携手13大美妆品牌及唯品会首席“惊喜...  百度快照",网易新闻,2016年09月07日
http://tech.qq.com/a/20160907/011865.htm,阿里、京东、唯品会众电商扎堆“拥抱”酒企,"腾讯科技  2016年09月07日 07:00茅台正式进驻唯品会 ,五粮液与京东共推电商合作战略升级,阿里巴巴正力推“9.9天猫全球酒水节”……白酒行业复苏之势渐强,引得众电商平台来“淘金”。 阿里巴巴、...  28条相同新闻  -  百度快照",腾讯科技,2016年09月07日
http://www.southmoney.com/shidian/fangchan/201611/842086_2.html,唯品会“不一样的11·11” 100亿正品好货等你来选(2),"南方财富网  2016年11月03日 15:00唯品会“不一样的11·11” 100亿正品好货等你来选#e#选品丰富、折扣优惠的同时,物流的保证也是“11·11”成功的关键。据悉,特卖电商唯品会在今年11·11期间,...  百度快照",南方财富网,2016年11月03日
http://www.woshipm.com/evaluating/444241.html,深度|唯品会APP产品分析报告,"人人都是..  2016年11月14日 08:21唯品会的优势取决于其产品定位“名牌折扣+限时抢购+正品保险”的网购模式,首创的“零库存”模式是产品的收缩成本关键的一步。 一、产品概述 1.1 产品名称: 唯品...  百度快照",人人都是..,2016年11月14日
http://business.sohu.com/20160906/n467758270.shtml,唯品会:品质生活带来幸福体验,"搜狐财经  2016年09月06日 14:26唯品会(vip.com),隶属广州唯品会信息科技有限公司,是一家专门做特卖的网站,主打品牌正品、深度折扣、限时特卖。唯品会率先在国内开创了“特卖”这一独特的商业  百度快照",搜狐财经,2016年09月06日
http://news.163.com/16/0906/03/C08GA8N100014AED.html,唯品会909美妆节全明星派对13位明型直播3天发布美妆新品,"网易新闻  2016年09月06日 03:44即将上线的唯品会909秋季美妆节特卖,唯品会将携手13大美妆品牌及唯品会首席惊喜官周杰伦等13位明星大咖,打造连续三天的“全明星派对”直播秀,引发线上线下联动的...  3条相同新闻  -  百度快照",网易新闻,2016年09月06日
http://news.wugu.com.cn/article/887732.html,"被唯品会深度套牢,看来双11也救不了它","吾谷网  2016年11月11日 18:25先说说我为什么判断唯品会在双11前有可能逆市上涨,这是根据往年经验和数据,天猫双11大促超卖的比例是非常高的,像2015年双11据传退货比例高达50%,也就是近500亿的...  百度快照",吾谷网,2016年11月11日
http://www.infoq.com/cn/articles/vip-11-11-Refactoring/,"唯品会11.11:频繁黑匣架构背景下,看唯品会的革命性重构","InfoQ  2016年11月11日 00:00本次大会设置了《电商专题:系统架构如何应对业务爆发式增长》和《阿里双11技术架构突破》专题来深入解读双11等大促背后的技术故事,其中邀请了唯品会资深架构专家张广平...  2条相同新闻  -  百度快照",InfoQ,2016年11月11日
http://news.china.com/finance/11155042/20161020/23792154.html,唯品会“唯品国际”携日本顶尖化妆品集团COSME达成战略合作,"中华网  2016年10月20日 13:15深谙消费者心理,不断满足2亿注册会员消费需求的,全球最大特卖电商唯品会“唯品国际”,持续拓展跨境特卖商品品类,精选各国知名大牌,于近日携手日本顶尖化妆品集团COSME...  6条相同新闻  -  百度快照",中华网,2016年10月20日
http://www.jiemian.com/article/910903.html,"收购浙江贝付拿下支付牌照,唯品会加码布局消费金融","界面新闻  2016年10月20日 11:00唯品会近日全资收购浙江贝付,获得互联网支付牌照。都说电商+金融要成标配,电商大佬淘宝和京东都拿下了自己的支付牌照,前不久美团也因为收购了钱袋宝,终于摆脱了“...  百度快照",界面新闻,2016年10月20日
http://stock.10jqka.com.cn/20161110/c594907045.shtml,唯品会第二 Facebook第三,"同花顺  2016年11月10日 01:03近日,《财富》杂志发布了美股增长最快的100家公司,美国自然健康时尚集团排名第一,Facebook第三。而第二名被中国公司唯品会夺得。包括唯品会在内,中国共有9家公司...  2条相同新闻  -  百度快照",同花顺,2016年11月10日
http://news.163.com/16/0831/03/BVP3M8UN00014AEE.html,“天王嫂”昆凌代言唯品会,"网易新闻  2016年08月31日 03:34(原标题:“天王嫂”昆凌代言唯品会) 新快报讯 记者郑志辉报道 特卖电商唯品会上周在北京举办发布会,正式宣布昆凌成为唯品会代言人。发布会现场,昆凌以梦幻唯美造型...  4条相同新闻  -  百度快照",网易新闻,2016年08月31日
http://finance.ifeng.com/a/20160830/14835521_0.shtml,烟台男子在唯品会网购奶粉现黑颗粒 网站称系营养物质,"凤凰网  2016年08月30日 21:00家住烟台开发区的李先生,经常在唯品会购物网站上给自己的孩子买奶粉,今年6月份,李先生喝了一口给孩子冲的奶粉,发觉嘴里像是吃进了沙子,他仔细一看奶瓶,发现里面...  7条相同新闻  -  百度快照",凤凰网,2016年08月30日
http://news.163.com/16/0830/05/BVMOD54A00014SEH.html,唯品会打造826秋上新时装大秀,"网易新闻  2016年08月30日 05:52(原标题:唯品会打造826秋上新时装大秀) 8月25日,特卖电商唯品会以“唯美凌感 焕秋奇境”为主题在北京举办发布会,正式宣布昆凌成为唯品会代言人。发布会现场,...  4条相同新闻  -  百度快照",网易新闻,2016年08月30日
http://finance.sina.com.cn/meeting/2016-08-27/doc-ifxvixeq0586936.shtml,唯品会品牌总监耿翠芳,新浪财经  2016年08月27日 17:04新浪财经讯由新浪财经科技事业部主办的“2016未来品牌之路暨CMO特训营”于8月27日在北京举行。唯品会品牌总监耿翠芳出席并于辩论环节发言。  2条相同新闻  -  百度快照,新浪财经,2016年08月27日
http://news.163.com/16/0827/07/BVF7FAGK00014AED.html,"杰伦之后,昆凌也成唯品会代言人","网易新闻  2016年08月27日 07:14(原标题:杰伦之后,昆凌也成唯品会代言人)  本报讯 近日昆凌又多了个新的身份——唯品会代言人。周杰伦不久前刚出任唯品会首席惊喜官,老婆昆凌随后签约,难免让...  2条相同新闻  -  百度快照",网易新闻,2016年08月27日
http://finance.sina.com.cn/roll/2016-08-27/doc-ifxvixer7320125.shtml,唯品会直播 《唯品美美搭》上线 “原创视频+导购直播”模式引关注,"新浪财经  2016年08月27日 01:16&#x3000;&#x3000;唯品会直播《唯品美美搭》上线“原创视频+导购直播”模式引关注&#x3000;&#x3000;衣茉&#x3000;&#x3000;8月25日,唯品会公司新开设的每周一期...  3条相同新闻  -  百度快照",新浪财经,2016年08月27日
http://ent.qq.com/a/20160826/036271.htm?t=1472565444000,昆凌出任唯品会代言人,"腾讯娱乐  2016年08月26日 16:00从今天起,昆凌又多了个新的身份——唯品会代言人。2016年8月25日, 名为“唯美凌感焕秋奇境”的唯品会X昆凌代言人发布会在北京举行。在美轮美奂的现场氛围中...  14条相同新闻  -  百度快照",腾讯娱乐,2016年08月26日
http://www.ifanr.com/708480,"签了周杰伦又签昆凌,唯品会为何爱明星 IP?","爱范儿  2016年08月26日 16:11唯品会想让周杰伦夫妇的娱乐 IP 属性抓住 90 后消费群。... 年初周杰伦加入唯品会成为其首席惊喜官。之后,唯品会的广告也从“限时抢购”这种简单直接的形式变成了粉...  百度快照",爱范儿,2016年08月26日
http://money.163.com/16/0826/16/BVDKAB7E002580S6.html,唯品会签约昆凌为代言人 意在撬动“90后”市场,"网易财经  2016年08月26日 16:00(原标题:唯品会签约昆凌为代言人 意在撬动“90后”市场) 8月25日,特卖电商唯品会以“唯美凌感 焕秋奇境”为主题在北京举办发布会,正式宣布昆凌成为唯品会代言...  9条相同新闻  -  百度快照",网易财经,2016年08月26日
http://mobile.163.com/16/0826/06/BVCHTMCT00118023.html,要拉拢90后的唯品会 把周杰伦和昆凌都签了,"网易手机  2016年08月26日 06:078月25日,唯品会在北京召开发布会,宣布昆凌正式成为唯品会的代言人,而此前唯品会还曾经签约周杰伦作为公司的CJO(首席惊喜官),这对夫妇至此都被唯品会签下来了。在...  3条相同新闻  -  百度快照",网易手机,2016年08月26日
http://news.163.com/16/0826/02/BVC3C4L300014AED.html,唯品会“升级”,"网易新闻  2016年08月26日 02:5425日,特卖电商唯品会在北京举行发布会,正式宣布签约昆凌成为代言人,这也代表着唯品会正加速从过去单纯的“时尚特卖平台”升级为“时尚生活方式平台”,从商品销售网站...  2条相同新闻  -  百度快照",网易新闻,2016年08月26日
http://news.sina.com.cn/o/2016-08-26/doc-ifxvitex8967979.shtml,昆凌代言唯品会演绎唯美“凌感” 打造826秋上新时装大秀,"新浪新闻  2016年08月26日 01:22原标题:昆凌代言唯品会演绎唯美“凌感”打造826秋上新时装大秀8月25日,特卖电商唯品会以“唯美凌感焕秋奇境”为主题在北京举办发布会,正式宣布昆凌成为唯品会代言...  2条相同新闻  -  百度快照",新浪新闻,2016年08月26日
http://gz.ifeng.com/a/20161031/5104440_0.shtml,唯品会位列TrusData Q3月活购物类网站第三,"凤凰网  2016年10月31日 14:00在近日Trustdata移动大数据监测平台发布的中国移动互联网行业发展分析报告中,唯品会以2683万的月度用户活跃量,在整体电商TOP20中,唯品会位列购物类排行第三。  百度快照",凤凰网,2016年10月31日
http://money.163.com/16/0825/22/BVBL0KSU002580S6.html,"签完周杰伦又找来昆凌做代言,唯品会到底是尝到了什么甜头?","网易财经  2016年08月25日 22:00(原标题:签完周杰伦又找来昆凌做代言,唯品会到底是尝到了什么甜头?)  摘要: 如果说周杰伦帮助唯品会收获了他身后的庞大粉丝群,昆凌的加入,则是唯品会想要辐射到...  8条相同新闻  -  百度快照",网易财经,2016年08月25日
http://tech.163.com/16/0825/18/BVB7SAM100097U7R.html,唯品会携手周杰伦 昆凌夫妇 打造超级IP电商,"网易科技  2016年08月25日 18:25网易科技讯8月25号消息,唯品会在北京举办发布会,正式宣布昆凌成为唯品会代言人,这是继今年4月份唯品会签约周杰伦成为首席惊喜官后的又重要举措。唯品会副总裁冯佳路...  3条相同新闻  -  百度快照",网易科技,2016年08月25日
http://finance.qq.com/a/20160823/020619.htm,唯品会连续15季度盈利 净利润激增超三成,"腾讯财经  2016年08月23日 11:00唯品会连续15季度盈利 净利润激增超三成 信息时报讯 北京时间8月16日,特卖电商唯品会(vip.com,NYSE:VIPS) 公布了公司2016年第二季度未经审计的财务报告。按非美...  4条相同新闻  -  百度快照",腾讯财经,2016年08月23日
http://finance.caijing.com.cn/20161028/4192221.shtml,唯品会位列2016第三季度购物类APP排行榜第三,"财经网  2016年10月28日 16:12在购物类APP排行榜中,唯品会以1.84%活跃渗透率与21.77的人均周打开次数,排名第三。 唯品会作为中国最早发力移动端布局的电商之一,通过持续推进移动战略,不断提升...  7条相同新闻  -  百度快照",财经网,2016年10月28日
http://www.chinaz.com/news/2016/1017/595726.shtml,都是套路!唯品会全资收购贝付 获第三方支付牌照,"站长之家  2016年10月17日 14:13前不久美团借收购“钱袋宝”,间接获得了第三方支付牌照,唯品会也照着这个套路走了。日前,第三方支付公司“浙江贝付科技有限公司”已于国庆前完成股东变更,成为广州...  百度快照",站长之家,2016年10月17日
http://sunxiaoji.baijia.baidu.com/article/595423,社群经济机遇:唯品会“视频+导购”渗透进90后圈子,"百度百家  2016年08月22日 21:00在竞争愈发激烈的电商领域,唯品会走出了一条不同寻常的成功之路,这得益于长期以来唯品会以优质的“内容”不断赋能“营销、产品、服务”这一运营铁三角,将“消费者...  2条相同新闻  -  百度快照",百度百家,2016年08月22日
http://news.163.com/16/0822/05/BV25JBNH00014AED.html,唯品会连续15个季度保持盈利,"网易新闻  2016年08月22日 05:20(原标题:唯品会连续15个季度保持盈利)  本报讯 特卖电商唯品会近日公布了其2016年第二季度未经审计的财务报告。财报显示,唯品会2016年第二季度业绩继续保持强势,...  17条相同新闻  -  百度快照",网易新闻,2016年08月22日
http://news.163.com/16/0822/03/BV1S916F00014AED.html,唯品会提交2016年第二季度成绩单,"网易新闻  2016年08月22日 03:28全球最大特卖网站唯品会近日公布2016年第二季度未经审计的财务报告显示,公司2016年第二季度持续保持快速增长,连续15个季度盈利的成绩再次刷新电商行业纪录。...  9条相同新闻  -  百度快照",网易新闻,2016年08月22日
http://gejia.baijia.baidu.com/article/592537,唯品会聚焦用户体验牵引出二季度惊喜财报,"百度百家  2016年08月19日 19:00唯品会于8月16日公布了Q2财报,二季度唯品会净营收达134.4亿元,同比增长49%,毛利为32.4亿元,较去年同期增长44%,这已是唯品会连续15个季度盈利。二季度唯品会...  百度快照",百度百家,2016年08月19日
http://www.eol.cn/hubei/jybt/201608/t20160819_1441281.shtml,唯品会“大学生健康助学计划”试点成功 助力高校公益升级,"中国教育在线  2016年08月19日 18:352016年,唯品会持续关注教育扶贫,助力贫困大学生的读书梦。于6月份启动“大学生健康助学计划”,开创性地将学子的健康指标纳入助学金评定标准中,全年计划捐赠助学金近...  3条相同新闻  -  百度快照",中国教育在线,2016年08月19日
http://money.163.com/16/0819/10/BUR01FGA00253B0H.html,唯品会Q2财报净营收增近50%,"网易财经  2016年08月19日 10:31(原标题:唯品会Q2财报净营收增近50%) 8月16日,特卖电商唯品会(NYSE:VIPS) 公布了公司2016年第二季度未经审计的财务报告。财报显示唯品会二季度净营收达134.4...  2条相同新闻  -  百度快照",网易财经,2016年08月19日
http://www.kejixun.com/article/161013/234359.shtml,唯品会成“广州互联网企业2.0时代杰出代表”,"科技讯  2016年10月13日 12:01自2008年发展至今,唯品会市值从3亿美元冲到了150亿美元,位居中国电商三甲之列,并成为华南地区首家在美国上市的电商企业。“唯品会就是广州互联网企业2.0时代的杰出...  百度快照",科技讯,2016年10月13日
http://lichengdong.baijia.baidu.com/article/590168,"唯品会是做特卖的,但早已不是你以为的只卖尾货","百度百家  2016年08月18日 14:00从财报来看,特卖业务模式本身依然具有强大的生命力,毕竟属于唯品会的特卖早已不只是卖尾货的模式。东哥解读电商 8月16日,唯品会(NYSE:VIPS)发布了2016财年Q2未经...  4条相同新闻  -  百度快照",百度百家,2016年08月18日
http://news.sina.com.cn/c/2016-08-18/doc-ifxvcnrv0202069.shtml,营销、产品、服务全方位发力 唯品会2016 Q2净营收超134亿,"新浪新闻  2016年08月18日 05:30原标题:营销、产品、服务全方位发力唯品会2016Q2净营收超134亿北京时间2016年8月16日,特卖电商唯品会(vip.com,NYSE:VIPS)公布了公司2016年第二季度未经审计的...  9条相同新闻  -  百度快照",新浪新闻,2016年08月18日
http://finance.ifeng.com/a/20160818/14766037_0.shtml,唯品会连续15季度盈利,"凤凰网  2016年08月18日 01:002016年8月16日,特卖网站唯品会公布了公司2016年第二季度未经审计的财务报告。财报显示,唯品会2016年第二季度持续保持快速增长,连续15个季度盈利。按照非美国通用...  3条相同新闻  -  百度快照",凤凰网,2016年08月18日
http://tech.qq.com/a/20160817/005795.htm,唯品会高管解读财报 将继续拓展合作品牌和品类,"腾讯科技  2016年08月17日 06:00腾讯科技讯 北京时间8月16日凌晨消息,唯品会 (NYSE:VIPS)今天发布了截至6月30日的2016财年第二季度未经审计财报。报告显示,唯品会第二季度总净营收为人民币134....  2条相同新闻  -  百度快照",腾讯科技,2016年08月17日
http://finance.qq.com/a/20160817/001941.htm,唯品会连续15个季度盈利,"腾讯财经  2016年08月17日 02:00北京商报讯(记者吴文治王运)特卖网站唯品会继续刷新电商盈利纪录。唯品会昨日公布的2016年二季度财报显示,唯品会2016年二季度净营收达到134.4亿元,同比增长49%,超过...  2条相同新闻  -  百度快照",腾讯财经,2016年08月17日
http://news.163.com/16/0817/00/BUKN976M00014AED.html,唯品会连续15个季度盈利,"网易新闻  2016年08月17日 00:45(原标题:唯品会连续15个季度盈利) 北京商报讯(记者 吴文治 王运)特卖网站唯品会继续刷新电商盈利纪录。唯品会昨日公布的2016年二季度财报显示,唯品会2016年二季度...  7条相同新闻  -  百度快照",网易新闻,2016年08月17日
http://skylei.baijia.baidu.com/article/587078,唯品会季报图解:净利6800万美元 连续两季环比下降,"百度百家  2016年08月16日 16:00归属于唯品会普通股股东的净利润为4.516亿元(约合6800万美元),比上年同期增长13.1%。唯品会的净利润已经连续两个季度环比出现下降。 唯品会第二季度运营利润率从...  5条相同新闻  -  百度快照",百度百家,2016年08月16日
http://gold.hexun.com/2016-08-16/185537090.html,呆萌唯品会二季度营收超20亿美元 周一股价傲娇上涨7%,"和讯黄金  2016年08月16日 13:00汇金网8月16日讯,特卖网站唯品会(vip.com,NYSE:VIPS)8月16日公布了公司2016年第二季度未经审计的财务报告。 财报显示,本季度公司净营收增幅近50%,已经连续15...  13条相同新闻  -  百度快照",和讯黄金,2016年08月16日
http://finance.sina.com.cn/roll/2016-08-16/doc-ifxuxhas2028192.shtml,唯品会第二季度营收20.2亿美元 利润同比增长13.1%,"新浪财经  2016年08月16日 09:098月16日凌晨消息,唯品会发布了截至6月30日的第二季度未经审计财报。报告显示,唯品会第二季度总净营收为人民币134.4亿元(约合20.2亿美元),比去年同期的90.2...  3条相同新闻  -  百度快照",新浪财经,2016年08月16日
http://tech.qq.com/a/20160816/014012.htm,唯品会Q2财报图解:净利润6800万美元 同比增长13%,"腾讯科技  2016年08月16日 08:00财报显示,唯品会第二季度总净营收为134.4亿元人民币(约合20.2亿美元),比去年同期增长49%;归属于唯品会普通股股东的净利润为4.516亿元人民币(约合6800万美元)...  7条相同新闻  -  百度快照",腾讯科技,2016年08月16日
http://bschool.hexun.com/2016-10-20/186508121.html,唯品会的商业模式是可以复制的,"和讯商学院  2016年10月20日 10:58当今电商市场已经硝烟弥漫,一个又一个的电商崛起和关闭,昭示着必有成功的运营套路,唯品会作为当今第三大电商平台,为后来者奠定了相当经典的范例。今天与您看一下...  百度快照",和讯商学院,2016年10月20日
http://www.onlylady.com/brand/2016/0907/3837881.shtml,俏十岁史上最低惊艳亮相唯品会909秋季美妆节,"女人志  2016年09月07日 12:36俏十岁史上最低惊艳亮相唯品会909秋季美妆节,秋高气爽,正是保养美肤的好季节,唯品会909秋季美妆节特卖即将上线,中国高端面膜品牌俏十岁将带着满满诚意参与此次网购...  百度快照",女人志,2016年09月07日
http://www.donews.com/net/201609/2938103.shtm,三七互娱携手唯品会为抗战胜利71周年献礼,"DoNews  2016年09月06日 10:33八月初,三七互娱联合唯品会在慈善运动软件“唯爱行”APP上发起了“用行走致敬抗战老兵”的公益项目,以“用户走一公里,三七互娱与唯爱行配捐3.7元”(其中三七互...  2条相同新闻  -  百度快照",DoNews,2016年09月06日
http://www.ccn.com.cn/zt/2016zly/2016zly/24536.html,唯品会(中国)有限公司,"中国消费网  2016年10月13日 00:26唯品会(NYSE:VIPS)VIP.com,一家专门做特卖的网站,成立于2008年,在中国开创了精选品牌、深度折扣、限时抢购的时尚特卖模式,在线销售服饰鞋包、美妆、母婴、居家等...  百度快照",中国消费网,2016年10月13日
http://news.ifeng.com/a/20160909/49943868_0.shtml,现场大派粉丝福利 薛之谦压轴膜法世家&唯品会909全明星派对,"凤凰网  2016年09月09日 13:009月8日,膜法世家携手唯品会于湖南长沙隆重召开面膜新品发布会,打造大型909秋季美妆节。活动当天特邀灵魂段子手、当红歌手薛之谦明星大咖,上演""全明星派对""直播秀,...  2条相同新闻  -  百度快照",凤凰网,2016年09月09日
http://news.ifeng.com/a/20160830/49859647_0.shtml,唯品会宣布昆凌为代言人,"凤凰网  2016年08月30日 02:00信息时报讯 (记者 潘敬文) 日前,特卖电商唯品会以“唯美凌感 焕秋奇境”为主题在北京举办发布会,正式宣布昆凌成为唯品会代言人。发布会现场,昆凌、知名设计师...  3条相同新闻  -  百度快照",凤凰网,2016年08月30日
http://finance.sina.com.cn/roll/2016-08-04/doc-ifxutfyw0615132.shtml,唯品会利用“八一建军节”做恶俗营销,"新浪财经  2016年08月04日 22:04因此,早在耿直哥撰写这篇文章之前,“唯品会”那个低俗的广告,就已经在网上引起了不少网友的愤怒,他们纷纷要求该公司道歉。而且由于过去一段时间以来,我们的“子弟...  6条相同新闻  -  百度快照",新浪财经,2016年08月04日
http://finance.ifeng.com/a/20160804/14683499_0.shtml,花生好车携手唯品会 开创汽车租售新模式,"凤凰网  2016年08月04日 15:00中新网8月4日电 近日,互联网购车平台花生好车,与知名特卖平台唯品会签署合作协议,由花生好车提供的以租代售创新购车服务正式入驻唯品会汽车频道,用户通过在唯品会...  7条相同新闻  -  百度快照",凤凰网,2016年08月04日
http://www.enet.com.cn/article/2016/0926/A20160926020273.html,唯品会召开2016合作伙伴峰会,"硅谷动力  2016年09月26日 13:35唯品会召开2016合作伙伴峰会 日前,唯品会在广州召开2016合作伙伴峰会。峰会以“唯携手 品共赢”为主题。 峰会 合作伙伴  百度快照",硅谷动力,2016年09月26日
http://www.ebrun.com/20160923/194078.shtml,唯品会商家大会 低调的发布了这些重磅数据,"亿邦动力网  2016年09月23日 20:46注册会员2亿,累计购买用户7566万,其中81%会员为女性,87%的销售来自移动端。2015年唯品会注册会员1.4亿人,2016年至今该数字突破2亿。  百度快照",亿邦动力网,2016年09月23日
http://it.people.com.cn/n1/2016/0826/c355235-28669399.html,唯品会从特卖电商平台向时尚生活方式平台转变升级,"人民网  2016年08月26日 16:00电商大促正在经历着激烈的“较量”,然而如何升级各自商家的品牌战略以及拓展新的用户群体,已经成了一个热门话题。此次,唯品会顺应消费升级需求以及网购用户年轻化的...  百度快照",人民网,2016年08月26日
http://tech.sina.com.cn/i/2016-08-25/doc-ifxvixer7244213.shtml,唯品会拉拢周杰伦、昆凌夫妻档 加入IP电商大战,"新浪科技  2016年08月25日 16:00新浪科技讯8月25日下午消息,继今年初周杰伦加入唯品会成为其首席惊喜官后,昆凌也在“拒绝门”之后,成为唯品会的新晋代言人。唯品会副总裁冯佳路认为,周杰伦夫妇的...  2条相同新闻  -  百度快照",新浪科技,2016年08月25日
http://it.sohu.com/20160822/n465261958.shtml,唯品会副总裁冯佳路:直播会成为电商标配,"搜狐科技  2016年08月22日 00:25搜狐科技文/崔鹏在发布了超越华尔街预期的二季度财报后,唯品会高级副总裁冯佳路与搜狐科技在内的几家媒体坐在一起,聊了聊唯品会的现状和对电商未来发展的思考,聊...  4条相同新闻  -  百度快照",搜狐科技,2016年08月22日
http://www.ebrun.com/20160918/192667.shtml,100家增长最快的公司唯品会夺亚军 超facebook,"亿邦动力网  2016年09月18日 11:53日前,《财富》杂志公布了美股《2016年增长最快的100家公司》前10排行榜,特卖电商唯品会首次登上榜单并夺得第二名。  2条相同新闻  -  百度快照",亿邦动力网,2016年09月18日
http://www.ebrun.com/20160918/192590.shtml,唯品会看上微软云 比阿里云、京东云强在哪,"亿邦动力网  2016年09月18日 09:35日前,唯品会正式宣布与微软达成合作,将启用微软智能云和大数据平台,助力精准营销、唯品国际业务等方面服务。  4条相同新闻  -  百度快照",亿邦动力网,2016年09月18日
http://e.gmw.cn/2016-09/13/content_21960494.htm,唯品会全明星美妆节 大张伟花印直播全程无尿点,"光明网  2016年09月13日 15:00“唯品会13位明星直播中,最有看点的绝对是花印那场了。在直播镜头面前,她们不仅与粉丝进行互动猜歌等游戏,还将自己使用的花印产品推荐给围观的消费者。”简单的...  2条相同新闻  -  百度快照",光明网,2016年09月13日
http://news.21cn.com/guangdong/zhnb/2016/0726/16/31341022_all.shtml,90后怎么在唯品会买单品搭配?宝宝表示惊呆了!,"21CN  2016年07月26日 16:00在官方App的直播页面中上线时尚买手大赛专场,多屏互动的形式完美实现了“直播+导购”的双重体验。并因高人气获得首页推荐,成为唯品会实践“电商+网红+直播”的品牌...  4条相同新闻  -  百度快照",21CN,2016年07月26日
http://business.sohu.com/20160725/n460990296.shtml,"唯品会×薛之谦缔造重磅惊喜,让4亿人爽了整整三次","搜狐财经  2016年07月25日 20:59这次由知名电商唯品会携手明星薛之谦掀起的“爽的事情做三次”营销战役,带领4亿网民爽购,堪称2016年夏天最惊喜的营销案例。 当唯式惊喜遇到薛式广告 7月16日已经...  2条相同新闻  -  百度快照",搜狐财经,2016年07月25日
http://www.ce.cn/cysc/tech/gd2012/201607/25/t20160725_14112660.shtml,...电商拼多多B轮融资1.1亿美元 成立不足一年活跃用户数逼近唯品会,"中国经济网  2016年07月25日 07:00拼多多的活跃用户数和交易笔数已经接近唯品会,且这一数字仍在飞速递增。这意味着拼多多在几乎不打广告的情况下,仅仅用了不到十个月的时间,就走完了唯品会三、...  5条相同新闻  -  百度快照",中国经济网,2016年07月25日
